,CO,NO2,O3
4808,1.0,75.0,900.0
4809,0.6,-200.0,774.0
4810,0.6,64.0,790.0
4811,0.9,71.0,908.0
4812,1.5,99.0,1035.0
4813,5.5,132.0,1556.0
4814,4.0,135.0,1392.0
4815,1.8,94.0,904.0
4816,1.9,103.0,936.0
4817,1.7,123.0,907.0
4818,1.6,95.0,744.0
4819,1.9,90.0,773.0
4820,1.6,99.0,812.0
4821,1.8,107.0,856.0
4822,2.0,112.0,927.0
4823,3.1,132.0,1131.0
4824,3.9,148.0,1270.0
4825,4.3,158.0,1365.0
4826,3.5,145.0,1274.0
4827,2.4,128.0,1169.0
4828,1.5,105.0,1000.0
4829,1.3,90.0,910.0
4830,1.0,85.0,829.0
4831,0.8,73.0,756.0
4832,0.5,74.0,742.0
4833,0.4,-200.0,686.0
4834,0.5,61.0,677.0
4835,0.7,69.0,748.0
4836,1.2,82.0,890.0
4837,2.4,120.0,1155.0
4838,4.3,135.0,1533.0
4839,4.1,152.0,1550.0
4840,3.7,177.0,2236.0
4841,3.4,181.0,2178.0
4842,3.8,176.0,1901.0
4843,4.1,163.0,1743.0
4844,3.4,174.0,1502.0
4845,2.3,117.0,1153.0
4846,3.2,145.0,1287.0
4847,4.8,173.0,1547.0
4848,6.7,204.0,1842.0
4849,7.5,209.0,1908.0
4850,4.5,175.0,1693.0
4851,2.1,129.0,1336.0
4852,1.5,111.0,1177.0
4853,1.1,85.0,977.0
4854,1.1,86.0,974.0
4855,0.9,71.0,872.0
4856,0.5,60.0,734.0
4857,0.4,-200.0,668.0
4858,-200.0,48.0,698.0
4859,0.4,45.0,650.0
4860,0.7,53.0,749.0
4861,2.0,94.0,1106.0
4862,4.2,122.0,1609.0
4863,5.2,170.0,1770.0
4864,3.8,174.0,1633.0
4865,3.7,191.0,1583.0
4866,3.4,179.0,1449.0
4867,3.1,148.0,1451.0
4868,2.4,129.0,1147.0
4869,2.8,148.0,1108.0
4870,3.6,184.0,1267.0
4871,4.0,188.0,1303.0
4872,5.6,204.0,1643.0
4873,6.3,201.0,1749.0
4874,4.7,165.0,1585.0
4875,1.9,133.0,1315.0
4876,1.9,125.0,1290.0
4877,1.2,101.0,1059.0
4878,0.9,79.0,943.0
4879,-200.0,-200.0,913.0
4880,-200.0,-200.0,720.0
4881,-200.0,-200.0,640.0
4882,-200.0,-200.0,779.0
4883,-200.0,-200.0,850.0
4884,-200.0,-200.0,1020.0
4885,-200.0,-200.0,1605.0
4886,-200.0,-200.0,1866.0
4887,-200.0,-200.0,1621.0
4888,-200.0,-200.0,1712.0
4889,-200.0,-200.0,1770.0
4890,1.7,-200.0,1175.0
4891,1.7,101.0,1157.0
4892,2.2,113.0,1219.0
4893,2.8,121.0,1288.0
4894,3.9,146.0,1503.0
4895,6.5,188.0,1861.0
4896,6.3,182.0,1781.0
4897,5.7,166.0,1745.0
4898,4.4,142.0,1590.0
4899,1.6,84.0,1127.0
4900,1.5,87.0,1098.0
4901,1.7,91.0,1176.0
4902,1.9,91.0,1178.0
4903,1.6,74.0,1091.0
4904,1.3,69.0,1002.0
4905,0.8,-200.0,876.0
4906,0.6,54.0,824.0
4907,0.7,60.0,892.0
4908,1.6,69.0,1092.0
4909,2.9,91.0,1413.0
4910,4.1,97.0,1565.0
4911,3.7,114.0,1594.0
4912,3.6,129.0,1677.0
4913,3.4,137.0,1616.0
4914,3.7,134.0,1610.0
4915,4.1,132.0,1614.0
4916,3.2,123.0,-200.0
4917,2.4,105.0,1286.0
4918,3.4,136.0,1487.0
4919,5.6,169.0,1703.0
4920,-200.0,-200.0,1773.0
4921,-200.0,-200.0,1848.0
4922,-200.0,-200.0,1550.0
4923,-200.0,-200.0,1350.0
4924,-200.0,-200.0,1235.0
4925,-200.0,-200.0,1162.0
4926,-200.0,-200.0,1211.0
4927,-200.0,-200.0,1097.0
4928,-200.0,-200.0,1021.0
4929,-200.0,-200.0,913.0
4930,-200.0,-200.0,909.0
4931,-200.0,-200.0,983.0
4932,-200.0,-200.0,1024.0
4933,-200.0,-200.0,1243.0
4934,-200.0,-200.0,1253.0
4935,-200.0,-200.0,1240.0
4936,-200.0,-200.0,1155.0
4937,-200.0,-200.0,1193.0
4938,-200.0,-200.0,1153.0
4939,-200.0,-200.0,1034.0
4940,-200.0,-200.0,870.0
4941,-200.0,-200.0,890.0
4942,-200.0,-200.0,946.0
4943,-200.0,-200.0,1033.0
4944,-200.0,-200.0,1107.0
4945,-200.0,-200.0,1395.0
4946,-200.0,-200.0,1342.0
4947,-200.0,-200.0,1152.0
4948,-200.0,-200.0,1128.0
4949,-200.0,-200.0,1104.0
4950,-200.0,-200.0,1055.0
4951,-200.0,-200.0,904.0
4952,-200.0,-200.0,835.0
4953,-200.0,-200.0,781.0
4954,-200.0,-200.0,761.0
4955,-200.0,-200.0,742.0
4956,-200.0,-200.0,779.0
4957,-200.0,-200.0,894.0
4958,-200.0,-200.0,927.0
4959,-200.0,-200.0,1034.0
4960,-200.0,-200.0,1217.0
4961,-200.0,-200.0,1093.0
4962,-200.0,-200.0,1073.0
4963,-200.0,-200.0,969.0
4964,-200.0,-200.0,777.0
4965,-200.0,-200.0,743.0
4966,-200.0,-200.0,777.0
4967,-200.0,-200.0,819.0
4968,-200.0,-200.0,1056.0
4969,-200.0,-200.0,1481.0
4970,-200.0,-200.0,1590.0
4971,-200.0,-200.0,1211.0
4972,-200.0,-200.0,1052.0
4973,-200.0,-200.0,1000.0
4974,-200.0,-200.0,874.0
4975,-200.0,-200.0,852.0
4976,-200.0,-200.0,728.0
4977,-200.0,-200.0,713.0
4978,-200.0,-200.0,734.0
4979,-200.0,-200.0,777.0
4980,-200.0,-200.0,815.0
4981,-200.0,-200.0,1002.0
4982,-200.0,-200.0,1302.0
4983,-200.0,-200.0,1542.0
4984,-200.0,-200.0,1571.0
4985,-200.0,-200.0,1614.0
4986,-200.0,-200.0,1583.0
4987,-200.0,-200.0,1285.0
4988,-200.0,-200.0,1094.0
4989,-200.0,-200.0,1113.0
4990,-200.0,-200.0,1395.0
4991,-200.0,-200.0,1620.0
4992,-200.0,-200.0,1882.0
4993,-200.0,-200.0,2006.0
4994,-200.0,-200.0,1643.0
4995,-200.0,-200.0,1239.0
4996,-200.0,-200.0,1121.0
4997,-200.0,-200.0,1012.0
4998,-200.0,-200.0,961.0
4999,-200.0,-200.0,825.0
5000,-200.0,-200.0,703.0
5001,-200.0,-200.0,752.0
5002,-200.0,-200.0,741.0
5003,-200.0,-200.0,786.0
5004,-200.0,-200.0,952.0
5005,-200.0,-200.0,1601.0
5006,-200.0,-200.0,1621.0
5007,-200.0,-200.0,1622.0
5008,-200.0,-200.0,1759.0
5009,-200.0,-200.0,1666.0
5010,-200.0,-200.0,1918.0
5011,-200.0,-200.0,1525.0
5012,-200.0,-200.0,1332.0
5013,-200.0,-200.0,1183.0
5014,-200.0,-200.0,1414.0
5015,-200.0,-200.0,1680.0
5016,-200.0,-200.0,2004.0
5017,-200.0,-200.0,2094.0
5018,-200.0,-200.0,1780.0
5019,-200.0,-200.0,1640.0
5020,-200.0,-200.0,1379.0
5021,-200.0,-200.0,1139.0
5022,-200.0,-200.0,1001.0
5023,-200.0,-200.0,910.0
5024,-200.0,-200.0,895.0
5025,-200.0,-200.0,805.0
5026,-200.0,-200.0,761.0
5027,-200.0,-200.0,805.0
5028,-200.0,-200.0,894.0
5029,-200.0,-200.0,1439.0
5030,-200.0,-200.0,1706.0
5031,-200.0,-200.0,1756.0
5032,-200.0,-200.0,1493.0
5033,-200.0,-200.0,1567.0
5034,-200.0,-200.0,1376.0
5035,-200.0,-200.0,1399.0
5036,-200.0,-200.0,1293.0
5037,-200.0,-200.0,1348.0
5038,-200.0,-200.0,1314.0
5039,-200.0,-200.0,1507.0
5040,-200.0,-200.0,1660.0
5041,-200.0,-200.0,2143.0
5042,-200.0,-200.0,1968.0
5043,-200.0,-200.0,1490.0
5044,-200.0,-200.0,1249.0
5045,-200.0,-200.0,1265.0
5046,-200.0,-200.0,1181.0
5047,-200.0,-200.0,954.0
5048,-200.0,-200.0,875.0
5049,-200.0,-200.0,838.0
5050,-200.0,-200.0,825.0
5051,-200.0,-200.0,882.0
5052,-200.0,-200.0,990.0
5053,-200.0,-200.0,1423.0
5054,-200.0,-200.0,1823.0
5055,-200.0,-200.0,1581.0
5056,-200.0,-200.0,1500.0
5057,-200.0,-200.0,1268.0
5058,-200.0,-200.0,1230.0
5059,-200.0,-200.0,1204.0
5060,-200.0,-200.0,1205.0
5061,-200.0,-200.0,1103.0
5062,2.9,87.0,1195.0
5063,5.4,111.0,1618.0
5064,5.3,119.0,1637.0
5065,6.7,128.0,1876.0
5066,7.0,117.0,1959.0
5067,2.8,92.0,1477.0
5068,1.7,73.0,1210.0
5069,1.7,60.0,1160.0
5070,1.7,60.0,1116.0
5071,1.2,53.0,974.0
5072,0.7,47.0,820.0
5073,0.7,-200.0,792.0
5074,0.8,43.0,839.0
5075,0.9,47.0,898.0
5076,1.7,50.0,1096.0
5077,5.7,81.0,1786.0
5078,4.3,75.0,1604.0
5079,3.9,87.0,1637.0
5080,5.1,128.0,1827.0
5081,3.7,105.0,1641.0
5082,3.3,101.0,1505.0
5083,3.6,100.0,1465.0
5084,3.2,98.0,1368.0
5085,3.5,98.0,1748.0
5086,2.4,98.0,1301.0
5087,2.9,90.0,1338.0
5088,2.3,84.0,1337.0
5089,3.1,101.0,1516.0
5090,2.9,98.0,1435.0
5091,1.5,76.0,1178.0
5092,1.5,71.0,1111.0
5093,1.7,71.0,1112.0
5094,1.6,66.0,1109.0
5095,1.3,62.0,1072.0
5096,1.4,58.0,1030.0
5097,0.9,-200.0,935.0
5098,0.9,48.0,922.0
5099,1.3,53.0,1054.0
5100,1.3,55.0,1082.0
5101,2.9,63.0,1365.0
5102,3.2,69.0,1497.0
5103,3.4,84.0,1540.0
5104,3.6,95.0,1554.0
5105,2.3,80.0,1252.0
5106,3.1,87.0,1455.0
5107,3.3,94.0,1339.0
5108,1.9,76.0,1062.0
5109,2.6,92.0,1266.0
5110,2.7,94.0,1223.0
5111,3.7,110.0,1469.0
5112,3.8,109.0,1553.0
5113,4.8,122.0,1689.0
5114,3.5,107.0,1387.0
5115,2.2,83.0,1139.0
5116,1.5,62.0,960.0
5117,3.4,89.0,1293.0
5118,3.7,103.0,1357.0
5119,2.0,74.0,1103.0
5120,1.4,52.0,857.0
5121,1.1,-200.0,658.0
5122,-200.0,38.0,549.0
5123,0.7,39.0,627.0
5124,1.2,59.0,930.0
5125,1.3,56.0,1001.0
5126,1.1,51.0,917.0
5127,1.0,51.0,834.0
5128,1.2,58.0,796.0
5129,1.9,68.0,1040.0
5130,2.3,81.0,1110.0
5131,1.6,73.0,836.0
5132,1.3,69.0,704.0
5133,1.8,81.0,773.0
5134,1.7,82.0,811.0
5135,1.8,71.0,848.0
5136,2.0,81.0,892.0
5137,2.2,87.0,992.0
5138,1.6,72.0,950.0
5139,1.3,63.0,882.0
5140,1.5,63.0,883.0
5141,1.5,63.0,892.0
5142,1.3,55.0,836.0
5143,1.4,52.0,837.0
5144,0.5,32.0,498.0
5145,0.4,-200.0,494.0
5146,0.4,29.0,507.0
5147,0.6,44.0,660.0
5148,1.1,53.0,902.0
5149,2.9,62.0,1240.0
5150,3.5,68.0,1395.0
5151,4.6,85.0,1625.0
5152,3.4,88.0,1359.0
5153,2.3,82.0,1152.0
5154,2.7,91.0,1159.0
5155,3.1,87.0,1179.0
5156,3.2,90.0,1227.0
5157,2.5,97.0,1119.0
5158,3.4,99.0,1243.0
5159,4.8,109.0,1449.0
5160,4.5,95.0,1405.0
5161,4.0,80.0,1444.0
5162,3.2,76.0,1386.0
5163,1.9,62.0,1102.0
5164,1.9,57.0,1041.0
5165,1.3,57.0,881.0
5166,1.1,54.0,791.0
5167,1.0,50.0,796.0
5168,0.5,44.0,647.0
5169,0.6,-200.0,716.0
5170,0.5,34.0,719.0
5171,0.8,44.0,733.0
5172,1.2,74.0,835.0
5173,2.7,101.0,1094.0
5174,3.0,103.0,1114.0
5175,-200.0,-200.0,903.0
5176,-200.0,-200.0,914.0
5177,-200.0,-200.0,872.0
5178,-200.0,-200.0,860.0
5179,-200.0,-200.0,959.0
5180,-200.0,-200.0,814.0
5181,-200.0,-200.0,827.0
5182,-200.0,-200.0,804.0
5183,-200.0,-200.0,906.0
5184,-200.0,-200.0,958.0
5185,-200.0,-200.0,1032.0
5186,-200.0,-200.0,772.0
5187,-200.0,-200.0,618.0
5188,-200.0,-200.0,614.0
5189,-200.0,-200.0,550.0
5190,-200.0,-200.0,511.0
5191,-200.0,-200.0,469.0
5192,-200.0,-200.0,425.0
5193,-200.0,-200.0,394.0
5194,-200.0,-200.0,392.0
5195,-200.0,-200.0,408.0
5196,-200.0,-200.0,517.0
5197,-200.0,-200.0,750.0
5198,-200.0,-200.0,787.0
5199,1.5,78.0,788.0
5200,1.2,72.0,760.0
5201,-200.0,-200.0,839.0
5202,-200.0,-200.0,827.0
5203,-200.0,-200.0,765.0
5204,-200.0,-200.0,814.0
5205,-200.0,-200.0,737.0
5206,-200.0,-200.0,875.0
5207,-200.0,-200.0,983.0
5208,-200.0,-200.0,942.0
5209,-200.0,-200.0,971.0
5210,-200.0,-200.0,891.0
5211,-200.0,-200.0,724.0
5212,-200.0,-200.0,719.0
5213,-200.0,-200.0,705.0
5214,-200.0,-200.0,718.0
5215,-200.0,-200.0,584.0
5216,-200.0,-200.0,469.0
5217,-200.0,-200.0,438.0
5218,-200.0,-200.0,432.0
5219,-200.0,-200.0,487.0
5220,-200.0,-200.0,655.0
5221,-200.0,-200.0,1009.0
5222,-200.0,-200.0,1113.0
5223,-200.0,-200.0,1030.0
5224,-200.0,-200.0,986.0
5225,-200.0,-200.0,975.0
5226,-200.0,-200.0,984.0
5227,-200.0,-200.0,982.0
5228,-200.0,-200.0,1117.0
5229,-200.0,-200.0,1177.0
5230,-200.0,-200.0,1129.0
5231,-200.0,-200.0,1217.0
5232,-200.0,-200.0,1234.0
5233,-200.0,-200.0,1412.0
5234,-200.0,-200.0,1350.0
5235,-200.0,-200.0,968.0
5236,-200.0,-200.0,759.0
5237,-200.0,-200.0,741.0
5238,-200.0,-200.0,866.0
5239,-200.0,-200.0,757.0
5240,-200.0,-200.0,675.0
5241,-200.0,-200.0,624.0
5242,-200.0,-200.0,605.0
5243,-200.0,-200.0,703.0
5244,-200.0,-200.0,998.0
5245,-200.0,-200.0,1311.0
5246,-200.0,-200.0,1403.0
5247,-200.0,-200.0,1573.0
5248,-200.0,-200.0,1354.0
5249,-200.0,-200.0,1131.0
5250,-200.0,-200.0,1113.0
5251,-200.0,-200.0,1258.0
5252,-200.0,-200.0,985.0
5253,-200.0,-200.0,1197.0
5254,-200.0,-200.0,1402.0
5255,-200.0,-200.0,1491.0
5256,-200.0,-200.0,1396.0
5257,-200.0,-200.0,1198.0
5258,-200.0,-200.0,1166.0
5259,-200.0,-200.0,752.0
5260,-200.0,-200.0,717.0
5261,-200.0,-200.0,693.0
5262,-200.0,-200.0,816.0
5263,-200.0,-200.0,766.0
5264,-200.0,-200.0,631.0
5265,-200.0,-200.0,683.0
5266,-200.0,-200.0,654.0
5267,-200.0,-200.0,759.0
5268,-200.0,-200.0,876.0
5269,-200.0,-200.0,926.0
5270,-200.0,-200.0,1091.0
5271,-200.0,-200.0,1045.0
5272,-200.0,-200.0,928.0
5273,-200.0,-200.0,777.0
5274,-200.0,-200.0,640.0
5275,-200.0,-200.0,741.0
5276,-200.0,-200.0,483.0
5277,-200.0,-200.0,522.0
5278,-200.0,-200.0,718.0
5279,-200.0,-200.0,798.0
5280,-200.0,-200.0,1174.0
5281,-200.0,-200.0,891.0
5282,-200.0,-200.0,799.0
5283,-200.0,-200.0,855.0
5284,-200.0,-200.0,734.0
5285,-200.0,-200.0,691.0
5286,-200.0,-200.0,557.0
5287,-200.0,-200.0,523.0
5288,-200.0,-200.0,610.0
5289,-200.0,-200.0,574.0
5290,-200.0,-200.0,470.0
5291,-200.0,-200.0,434.0
5292,-200.0,-200.0,507.0
5293,-200.0,-200.0,467.0
5294,-200.0,-200.0,591.0
5295,-200.0,-200.0,717.0
5296,-200.0,-200.0,774.0
5297,-200.0,-200.0,697.0
5298,-200.0,-200.0,701.0
5299,-200.0,-200.0,752.0
5300,-200.0,-200.0,760.0
5301,-200.0,-200.0,505.0
5302,-200.0,-200.0,529.0
5303,-200.0,-200.0,832.0
5304,-200.0,-200.0,904.0
5305,-200.0,-200.0,1050.0
5306,-200.0,-200.0,1000.0
5307,-200.0,-200.0,911.0
5308,-200.0,-200.0,858.0
5309,-200.0,-200.0,903.0
5310,-200.0,-200.0,781.0
5311,-200.0,-200.0,714.0
5312,-200.0,-200.0,625.0
5313,-200.0,-200.0,568.0
5314,-200.0,-200.0,616.0
5315,-200.0,-200.0,710.0
5316,-200.0,-200.0,953.0
5317,-200.0,-200.0,1271.0
5318,-200.0,-200.0,1447.0
5319,-200.0,-200.0,1296.0
5320,-200.0,-200.0,1217.0
5321,-200.0,-200.0,1341.0
5322,-200.0,-200.0,1180.0
5323,-200.0,-200.0,1365.0
5324,-200.0,-200.0,1410.0
5325,-200.0,-200.0,1529.0
5326,-200.0,-200.0,1573.0
5327,-200.0,-200.0,1810.0
5328,-200.0,-200.0,1834.0
5329,-200.0,-200.0,1672.0
5330,-200.0,-200.0,1686.0
5331,-200.0,-200.0,1302.0
5332,-200.0,-200.0,1023.0
5333,-200.0,-200.0,992.0
5334,-200.0,-200.0,960.0
5335,-200.0,-200.0,955.0
5336,-200.0,-200.0,887.0
5337,-200.0,-200.0,851.0
5338,-200.0,-200.0,903.0
5339,-200.0,-200.0,954.0
5340,-200.0,-200.0,1107.0
5341,-200.0,-200.0,1442.0
5342,-200.0,-200.0,1818.0
5343,-200.0,-200.0,1802.0
5344,-200.0,-200.0,1671.0
5345,-200.0,-200.0,1710.0
5346,-200.0,-200.0,1746.0
5347,-200.0,-200.0,1495.0
5348,-200.0,-200.0,1203.0
5349,-200.0,-200.0,1252.0
5350,-200.0,-200.0,1528.0
5351,-200.0,-200.0,1629.0
5352,-200.0,-200.0,1608.0
5353,-200.0,-200.0,1664.0
5354,-200.0,-200.0,1666.0
5355,-200.0,-200.0,1594.0
5356,-200.0,-200.0,1421.0
5357,-200.0,-200.0,1337.0
5358,-200.0,-200.0,1270.0
5359,-200.0,-200.0,1156.0
5360,-200.0,-200.0,1124.0
5361,-200.0,-200.0,1049.0
5362,-200.0,-200.0,1044.0
5363,-200.0,-200.0,1109.0
5364,-200.0,-200.0,1224.0
5365,-200.0,-200.0,1611.0
5366,-200.0,-200.0,2004.0
5367,-200.0,-200.0,1776.0
5368,-200.0,-200.0,1723.0
5369,-200.0,-200.0,1916.0
5370,-200.0,-200.0,1955.0
5371,-200.0,-200.0,1894.0
5372,-200.0,-200.0,1823.0
5373,-200.0,-200.0,1793.0
5374,4.7,167.0,1956.0
5375,8.0,194.0,2203.0
5376,7.7,172.0,2073.0
5377,6.8,134.0,1923.0
5378,6.0,130.0,1780.0
5379,4.7,113.0,1609.0
5380,3.4,99.0,1466.0
5381,3.9,109.0,1504.0
5382,4.4,105.0,1518.0
5383,3.3,91.0,1289.0
5384,2.0,77.0,1076.0
5385,1.5,-200.0,947.0
5386,-200.0,59.0,970.0
5387,0.8,60.0,900.0
5388,1.3,72.0,1034.0
5389,2.7,83.0,1235.0
5390,3.6,104.0,1455.0
5391,3.6,119.0,1478.0
5392,2.6,105.0,1393.0
5393,2.0,91.0,1237.0
5394,3.3,103.0,1373.0
5395,2.6,-200.0,1310.0
5396,2.1,111.0,1287.0
5397,2.9,101.0,1413.0
5398,3.0,102.0,1483.0
5399,3.2,101.0,1539.0
5400,4.4,118.0,1691.0
5401,6.0,120.0,1846.0
5402,5.0,107.0,1665.0
5403,4.3,104.0,1577.0
5404,4.3,91.0,1603.0
5405,4.2,91.0,1530.0
5406,2.2,74.0,1205.0
5407,1.3,63.0,999.0
5408,1.0,57.0,904.0
5409,0.7,-200.0,843.0
5410,-200.0,48.0,843.0
5411,0.9,49.0,886.0
5412,1.0,55.0,911.0
5413,2.8,78.0,1319.0
5414,4.1,91.0,1927.0
5415,2.9,88.0,1554.0
5416,2.7,83.0,1565.0
5417,2.1,81.0,1462.0
5418,2.4,83.0,1487.0
5419,3.8,111.0,1690.0
5420,3.7,112.0,1603.0
5421,3.7,112.0,1568.0
5422,5.5,137.0,1743.0
5423,5.4,152.0,2007.0
5424,8.4,163.0,2235.0
5425,6.8,135.0,1998.0
5426,4.5,119.0,1795.0
5427,2.5,91.0,1407.0
5428,1.6,74.0,1211.0
5429,1.7,73.0,1202.0
5430,1.7,71.0,1136.0
5431,1.1,57.0,946.0
5432,1.0,51.0,915.0
5433,0.8,-200.0,864.0
5434,-200.0,42.0,836.0
5435,0.7,43.0,842.0
5436,1.2,52.0,1002.0
5437,2.3,65.0,1165.0
5438,3.0,69.0,1294.0
5439,3.3,91.0,1475.0
5440,2.8,92.0,1436.0
5441,3.0,102.0,1465.0
5442,3.4,118.0,1583.0
5443,3.0,111.0,1432.0
5444,2.3,101.0,1270.0
5445,3.1,119.0,1354.0
5446,3.0,115.0,1318.0
5447,3.3,120.0,1351.0
5448,4.0,115.0,1530.0
5449,4.6,118.0,1615.0
5450,4.1,117.0,1415.0
5451,2.3,96.0,1219.0
5452,2.6,89.0,1307.0
5453,2.6,84.0,1297.0
5454,2.9,97.0,1321.0
5455,2.1,68.0,1133.0
5456,2.1,66.0,1124.0
5457,1.5,-200.0,997.0
5458,-200.0,51.0,952.0
5459,1.4,48.0,972.0
5460,1.2,47.0,965.0
5461,1.5,48.0,984.0
5462,0.9,45.0,880.0
5463,1.4,59.0,1001.0
5464,2.1,84.0,1137.0
5465,1.6,72.0,1023.0
5466,1.5,68.0,962.0
5467,1.1,52.0,825.0
5468,1.4,70.0,877.0
5469,2.0,90.0,1046.0
5470,2.0,87.0,1060.0
5471,2.5,99.0,1155.0
5472,4.3,128.0,1464.0
5473,5.2,127.0,2185.0
5474,3.4,99.0,1959.0
5475,1.3,72.0,1375.0
5476,1.2,62.0,1212.0
5477,1.7,62.0,1273.0
5478,1.7,63.0,1249.0
5479,1.4,56.0,1097.0
5480,0.9,44.0,933.0
5481,0.7,-200.0,858.0
5482,-200.0,37.0,870.0
5483,0.9,48.0,1013.0
5484,1.2,59.0,1087.0
5485,3.2,77.0,1566.0
5486,4.4,88.0,1631.0
5487,3.5,111.0,1564.0
5488,3.2,114.0,1601.0
5489,3.0,108.0,1539.0
5490,3.5,111.0,1577.0
5491,4.0,126.0,1732.0
5492,3.8,117.0,1672.0
5493,4.2,119.0,1744.0
5494,5.0,125.0,1845.0
5495,7.9,158.0,2164.0
5496,8.4,149.0,2106.0
5497,8.0,136.0,2007.0
5498,6.4,112.0,1791.0
5499,3.5,87.0,1444.0
5500,3.5,82.0,1373.0
5501,1.9,67.0,1110.0
5502,2.2,68.0,1099.0
5503,1.6,60.0,968.0
5504,1.0,48.0,847.0
5505,1.0,-200.0,852.0
5506,-200.0,42.0,799.0
5507,0.9,46.0,834.0
5508,1.4,54.0,956.0
5509,3.0,82.0,1259.0
5510,4.5,93.0,1494.0
5511,3.8,95.0,1458.0
5512,3.4,120.0,1491.0
5513,3.5,132.0,1560.0
5514,4.4,146.0,1750.0
5515,4.0,157.0,1709.0
5516,4.5,158.0,1786.0
5517,5.3,175.0,1900.0
5518,5.8,166.0,1963.0
5519,8.4,187.0,2161.0
5520,9.5,180.0,2372.0
5521,6.2,134.0,2062.0
5522,5.0,127.0,1736.0
5523,2.1,95.0,1192.0
5524,1.4,79.0,1043.0
5525,1.6,78.0,948.0
5526,2.0,80.0,992.0
5527,1.2,67.0,867.0
5528,0.8,61.0,825.0
5529,0.6,-200.0,803.0
5530,-200.0,51.0,786.0
5531,0.7,56.0,866.0
5532,1.7,68.0,1113.0
5533,3.4,101.0,1384.0
5534,4.9,119.0,1516.0
5535,2.7,108.0,1222.0
5536,3.2,132.0,1354.0
5537,2.7,130.0,1291.0
5538,3.2,129.0,1308.0
5539,4.1,117.0,1420.0
5540,3.6,119.0,1297.0
5541,2.8,113.0,1157.0
5542,2.1,102.0,1130.0
5543,2.4,101.0,1195.0
5544,3.6,116.0,1341.0
5545,2.6,101.0,1228.0
5546,2.8,94.0,1273.0
5547,1.4,75.0,1006.0
5548,1.1,69.0,898.0
5549,1.3,60.0,894.0
5550,0.9,58.0,789.0
5551,1.0,51.0,805.0
5552,0.9,45.0,770.0
5553,0.7,-200.0,776.0
5554,-200.0,41.0,744.0
5555,0.8,48.0,825.0
5556,1.6,61.0,1013.0
5557,3.4,88.0,1341.0
5558,4.4,102.0,1528.0
5559,3.5,97.0,1432.0
5560,3.4,116.0,1499.0
5561,2.4,112.0,1236.0
5562,2.3,101.0,1180.0
5563,2.6,99.0,1196.0
5564,2.9,113.0,1301.0
5565,4.4,122.0,1646.0
5566,5.0,139.0,1720.0
5567,6.5,149.0,1852.0
5568,5.9,136.0,1670.0
5569,2.7,103.0,1208.0
5570,2.5,112.0,1160.0
5571,1.5,88.0,937.0
5572,1.0,63.0,783.0
5573,1.2,69.0,807.0
5574,1.0,65.0,729.0
5575,0.8,50.0,612.0
5576,0.6,43.0,574.0
5577,0.6,-200.0,579.0
5578,-200.0,56.0,687.0
5579,1.1,69.0,856.0
5580,1.3,91.0,976.0
5581,2.9,111.0,1208.0
5582,3.7,124.0,1400.0
5583,3.0,119.0,1278.0
5584,1.4,77.0,934.0
5585,2.6,101.0,1073.0
5586,4.2,116.0,1363.0
5587,5.1,137.0,1346.0
5588,5.5,163.0,1393.0
5589,4.5,144.0,1255.0
5590,2.7,118.0,1213.0
5591,3.1,135.0,1332.0
5592,4.2,129.0,1430.0
5593,3.1,128.0,1102.0
5594,1.7,103.0,895.0
5595,1.8,116.0,905.0
5596,1.7,95.0,869.0
5597,2.1,107.0,982.0
5598,2.4,108.0,999.0
5599,1.8,94.0,881.0
5600,1.5,84.0,868.0
5601,1.4,-200.0,843.0
5602,-200.0,72.0,833.0
5603,1.0,76.0,825.0
5604,1.4,82.0,901.0
5605,2.4,94.0,1090.0
5606,3.1,102.0,1165.0
5607,3.0,106.0,1201.0
5608,2.7,108.0,1231.0
5609,4.0,152.0,1461.0
5610,3.7,160.0,1434.0
5611,3.4,133.0,1399.0
5612,3.4,147.0,1417.0
5613,3.2,135.0,1395.0
5614,3.9,135.0,1442.0
5615,3.7,129.0,1425.0
5616,4.3,117.0,1496.0
5617,4.9,116.0,1551.0
5618,4.0,109.0,1381.0
5619,2.8,96.0,1229.0
5620,2.4,90.0,1082.0
5621,1.9,82.0,963.0
5622,2.0,86.0,939.0
5623,1.5,72.0,825.0
5624,1.3,61.0,811.0
5625,1.0,-200.0,720.0
5626,-200.0,45.0,627.0
5627,0.5,37.0,589.0
5628,0.4,31.0,540.0
5629,0.4,30.0,551.0
5630,0.9,41.0,742.0
5631,1.3,64.0,824.0
5632,2.1,74.0,1059.0
5633,2.4,77.0,1144.0
5634,2.0,83.0,994.0
5635,1.8,71.0,1014.0
5636,1.5,62.0,924.0
5637,1.6,62.0,1023.0
5638,2.2,79.0,1033.0
5639,2.3,93.0,1065.0
5640,6.6,106.0,1516.0
5641,4.7,100.0,1648.0
5642,4.1,89.0,1466.0
5643,4.1,83.0,1365.0
5644,2.7,76.0,1247.0
5645,2.6,68.0,1183.0
5646,3.2,69.0,2150.0
5647,3.7,77.0,2519.0
5648,3.5,68.0,1925.0
5649,3.0,-200.0,1762.0
5650,-200.0,52.0,1579.0
5651,2.7,49.0,1599.0
5652,1.8,45.0,1395.0
5653,1.3,51.0,1323.0
5654,1.5,51.0,1309.0
5655,1.9,62.0,1441.0
