,Unnamed: 0,CO,NO2,O3,AQI,AQI_Dominant,AQI_Category,label,viterbi
3376,4821,1.8,107.0,0.0856,102.13513513513513,NO2,3,0,0
3377,4822,2.0,112.0,0.0927,168.2789473684211,O3,4,0,0
3378,4823,3.1,132.0,0.1131,208.4776595744681,O3,5,0,0
3379,4824,3.9,148.0,0.127,223.11702127659575,O3,5,0,0
3380,4825,4.3,158.0,0.1365,233.12234042553192,O3,5,0,0
3381,4826,3.5,145.0,0.1274,223.53829787234045,O3,5,0,0
3382,4827,2.4,128.0,0.1169,212.47978723404256,O3,5,0,0
3383,4828,1.5,105.0,0.1,187.10526315789477,O3,4,0,0
3384,4829,1.3,90.0,0.091,163.89473684210526,O3,4,0,0
3385,4830,1.0,85.0,0.0829,142.64999999999998,O3,3,0,0
3386,4831,0.8,73.0,0.0756,117.10000000000001,O3,3,0,0
3387,4832,0.5,74.0,0.0742,112.20000000000002,O3,3,0,0
3388,4834,0.5,61.0,0.0677,92.48666666666664,O3,2,0,0
3389,4835,0.7,69.0,0.0748,114.30000000000003,O3,3,0,0
3390,4836,1.2,82.0,0.089,158.73684210526315,O3,4,0,0
3391,4837,2.4,120.0,0.1155,211.00531914893617,O3,5,0,0
3392,4838,4.3,135.0,0.1533,250.8159574468085,O3,5,0,0
3393,4839,4.1,152.0,0.155,252.6063829787234,O3,5,0,0
3394,4840,3.7,177.0,0.2236,324.85531914893613,O3,6,0,0
3395,4841,3.4,181.0,0.2178,318.7468085106383,O3,6,0,0
3396,4842,3.8,176.0,0.1901,289.57340425531913,O3,5,0,0
3397,4843,4.1,163.0,0.1743,272.9329787234043,O3,5,0,0
3398,4844,3.4,174.0,0.1502,247.55106382978724,O3,5,0,0
3399,4845,2.3,117.0,0.1153,210.79468085106384,O3,5,0,0
3400,4846,3.2,145.0,0.1287,224.90744680851066,O3,5,0,0
3401,4847,4.8,173.0,0.1547,252.29042553191488,O3,5,0,0
3402,4848,6.7,204.0,0.1842,283.3595744680851,O3,5,0,0
3403,4849,7.5,209.0,0.1908,290.31063829787234,O3,5,0,0
3404,4850,4.5,175.0,0.1693,267.66702127659573,O3,5,0,0
3405,4851,2.1,129.0,0.1336,230.06808510638297,O3,5,0,0
3406,4852,1.5,111.0,0.1177,213.3223404255319,O3,5,0,0
3407,4853,1.1,85.0,0.0977,181.17368421052632,O3,4,0,0
3408,4854,1.1,86.0,0.0974,180.4,O3,4,0,0
3409,4855,0.9,71.0,0.0872,154.09473684210528,O3,4,0,0
3410,4856,0.5,60.0,0.0734,109.40000000000003,O3,3,0,0
3411,4859,0.4,45.0,0.065,83.66666666666666,O3,2,0,0
3412,4860,0.7,53.0,0.0749,114.64999999999999,O3,3,0,0
3413,4861,2.0,94.0,0.1106,205.84468085106383,O3,5,0,0
3414,4862,4.2,122.0,0.1609,258.8202127659574,O3,5,0,0
3415,4863,5.2,170.0,0.177,275.77659574468083,O3,5,0,0
3416,4864,3.8,174.0,0.1633,261.3478723404255,O3,5,0,0
3417,4865,3.7,191.0,0.1583,256.081914893617,O3,5,0,0
3418,4866,3.4,179.0,0.1449,241.9691489361702,O3,5,0,0
3419,4867,3.1,148.0,0.1451,242.17978723404255,O3,5,0,0
3420,4868,2.4,129.0,0.1147,210.1627659574468,O3,5,0,0
3421,4869,2.8,148.0,0.1108,206.05531914893618,O3,5,0,0
3422,4870,3.6,184.0,0.1267,222.80106382978724,O3,5,0,0
3423,4871,4.0,188.0,0.1303,226.59255319148937,O3,5,0,0
3424,4872,5.6,204.0,0.1643,262.40106382978723,O3,5,0,0
3425,4873,6.3,201.0,0.1749,273.56489361702126,O3,5,0,0
3426,4874,4.7,165.0,0.1585,256.29255319148933,O3,5,0,0
3427,4875,1.9,133.0,0.1315,227.85638297872342,O3,5,0,0
3428,4876,1.9,125.0,0.129,225.22340425531917,O3,5,0,0
3429,4877,1.2,101.0,0.1059,101.0,NO2,3,0,0
3430,4878,0.9,79.0,0.0943,172.40526315789475,O3,4,0,0
3431,4891,1.7,101.0,0.1157,211.21595744680852,O3,5,0,0
3432,4892,2.2,113.0,0.1219,217.74574468085106,O3,5,0,0
3433,4893,2.8,121.0,0.1288,225.01276595744682,O3,5,0,0
3434,4894,3.9,146.0,0.1503,247.6563829787234,O3,5,0,0
3435,4895,6.5,188.0,0.1861,285.3606382978723,O3,5,0,0
3436,4896,6.3,182.0,0.1781,276.93510638297874,O3,5,0,0
3437,4897,5.7,166.0,0.1745,273.14361702127655,O3,5,0,0
3438,4898,4.4,142.0,0.159,256.8191489361702,O3,5,0,0
3439,4899,1.6,84.0,0.1127,208.0563829787234,O3,5,0,0
3440,4900,1.5,87.0,0.1098,205.00212765957446,O3,5,0,0
3441,4901,1.7,91.0,0.1176,213.21702127659574,O3,5,0,0
3442,4902,1.9,91.0,0.1178,213.4276595744681,O3,5,0,0
3443,4903,1.6,74.0,0.1091,204.26489361702127,O3,5,0,0
3444,4904,1.3,69.0,0.1002,187.62105263157895,O3,4,0,0
3445,4906,0.6,54.0,0.0824,140.89999999999998,O3,3,0,0
3446,4907,0.7,60.0,0.0892,159.2526315789474,O3,4,0,0
3447,4908,1.6,69.0,0.1092,204.37021276595746,O3,5,0,0
3448,4909,2.9,91.0,0.1413,238.1776595744681,O3,5,0,0
3449,4910,4.1,97.0,0.1565,254.18617021276594,O3,5,0,0
3450,4911,3.7,114.0,0.1594,257.24042553191487,O3,5,0,0
3451,4912,3.6,129.0,0.1677,265.981914893617,O3,5,0,0
3452,4913,3.4,137.0,0.1616,259.55744680851063,O3,5,0,0
3453,4914,3.7,134.0,0.161,258.9255319148936,O3,5,0,0
3454,4915,4.1,132.0,0.1614,259.3468085106383,O3,5,0,0
3455,4917,2.4,105.0,0.1286,224.80212765957447,O3,5,0,0
3456,4918,3.4,136.0,0.1487,245.97127659574468,O3,5,0,0
3457,4919,5.6,169.0,0.1703,268.72021276595746,O3,5,0,0
3458,5062,2.9,87.0,0.1195,215.21808510638297,O3,5,0,0
3459,5063,5.4,111.0,0.1618,259.76808510638296,O3,5,0,0
3460,5064,5.3,119.0,0.1637,261.7691489361702,O3,5,0,0
3461,5065,6.7,128.0,0.1876,286.94042553191485,O3,5,0,0
3462,5066,7.0,117.0,0.1959,295.681914893617,O3,5,0,0
3463,5067,2.8,92.0,0.1477,244.918085106383,O3,5,0,0
3464,5068,1.7,73.0,0.121,216.79787234042553,O3,5,0,0
3465,5069,1.7,60.0,0.116,211.53191489361703,O3,5,0,0
3466,5070,1.7,60.0,0.1116,206.89787234042555,O3,5,0,0
3467,5071,1.2,53.0,0.0974,180.4,O3,4,0,0
3468,5072,0.7,47.0,0.082,139.5,O3,3,0,0
3469,5074,0.8,43.0,0.0839,146.14999999999998,O3,3,0,0
3470,5075,0.9,47.0,0.0898,160.80000000000004,O3,4,0,0
3471,5076,1.7,50.0,0.1096,204.79148936170213,O3,5,0,0
3472,5077,5.7,81.0,0.1786,277.4617021276596,O3,5,0,0
3473,5078,4.3,75.0,0.1604,258.2936170212766,O3,5,0,0
3474,5079,3.9,87.0,0.1637,261.7691489361702,O3,5,0,0
3475,5080,5.1,128.0,0.1827,281.77978723404254,O3,5,0,0
3476,5081,3.7,105.0,0.1641,262.1904255319149,O3,5,0,0
3477,5082,3.3,101.0,0.1505,247.86702127659572,O3,5,0,0
3478,5083,3.6,100.0,0.1465,243.65425531914892,O3,5,0,0
3479,5084,3.2,98.0,0.1368,233.43829787234043,O3,5,0,0
3480,5085,3.5,98.0,0.1748,273.4595744680851,O3,5,0,0
3481,5086,2.4,98.0,0.1301,226.38191489361702,O3,5,0,0
3482,5087,2.9,90.0,0.1338,230.27872340425532,O3,5,0,0
3483,5088,2.3,84.0,0.1337,230.17340425531916,O3,5,0,0
3484,5089,3.1,101.0,0.1516,249.02553191489363,O3,5,0,0
3485,5090,2.9,98.0,0.1435,240.49468085106383,O3,5,0,0
3486,5091,1.5,76.0,0.1178,213.4276595744681,O3,5,0,0
3487,5092,1.5,71.0,0.1111,206.3712765957447,O3,5,0,0
3488,5093,1.7,71.0,0.1112,206.47659574468085,O3,5,0,0
3489,5094,1.6,66.0,0.1109,206.16063829787234,O3,5,0,0
3490,5095,1.3,62.0,0.1072,202.26382978723404,O3,5,0,0
3491,5096,1.4,58.0,0.103,194.8421052631579,O3,4,0,0
3492,5098,0.9,48.0,0.0922,166.98947368421057,O3,4,0,0
3493,5099,1.3,53.0,0.1054,50.0,NO2,1,1,1
3494,5100,1.3,55.0,0.1082,203.31702127659574,O3,5,0,0
3495,5101,2.9,63.0,0.1365,233.12234042553192,O3,5,0,0
3496,5102,3.2,69.0,0.1497,247.02446808510638,O3,5,0,0
3497,5103,3.4,84.0,0.154,251.5531914893617,O3,5,0,0
3498,5104,3.6,95.0,0.1554,253.0276595744681,O3,5,0,0
3499,5105,2.3,80.0,0.1252,221.22127659574468,O3,5,0,0
3500,5106,3.1,87.0,0.1455,242.60106382978722,O3,5,0,0
3501,5107,3.3,94.0,0.1339,230.38404255319148,O3,5,0,0
3502,5108,1.9,76.0,0.1062,201.21063829787235,O3,5,0,0
3503,5109,2.6,92.0,0.1266,222.69574468085105,O3,5,0,0
3504,5110,2.7,94.0,0.1223,218.16702127659576,O3,5,0,0
3505,5111,3.7,110.0,0.1469,244.07553191489362,O3,5,0,0
3506,5112,3.8,109.0,0.1553,252.9223404255319,O3,5,0,0
3507,5113,4.8,122.0,0.1689,267.24574468085103,O3,5,0,0
3508,5114,3.5,107.0,0.1387,235.43936170212766,O3,5,0,0
3509,5115,2.2,83.0,0.1139,209.32021276595745,O3,5,0,0
3510,5116,1.5,62.0,0.096,176.78947368421055,O3,4,0,0
3511,5117,3.4,89.0,0.1293,225.53936170212765,O3,5,0,0
3512,5118,3.7,103.0,0.1357,232.27978723404254,O3,5,0,0
3513,5119,2.0,74.0,0.1103,205.52872340425532,O3,5,0,0
3514,5120,1.4,52.0,0.0857,49.056603773584904,NO2,1,0,1
3515,5123,0.7,39.0,0.0627,76.15333333333334,O3,2,1,1
3516,5124,1.2,59.0,0.093,169.05263157894737,O3,4,0,0
3517,5125,1.3,56.0,0.1001,187.36315789473684,O3,4,0,0
3518,5126,1.1,51.0,0.0917,165.70000000000002,O3,4,0,0
3519,5127,1.0,51.0,0.0834,144.39999999999998,O3,3,0,0
3520,5128,1.2,58.0,0.0796,131.10000000000002,O3,3,0,0
3521,5129,1.9,68.0,0.104,197.42105263157896,O3,4,0,0
3522,5130,2.3,81.0,0.111,206.26595744680853,O3,5,0,0
3523,5131,1.6,73.0,0.0836,145.09999999999997,O3,3,0,0
3524,5132,1.3,69.0,0.0704,66.97826086956522,NO2,2,1,0
3525,5133,1.8,81.0,0.0773,123.04999999999998,O3,3,0,0
3526,5134,1.7,82.0,0.0811,136.35000000000002,O3,3,0,0
3527,5135,1.8,71.0,0.0848,149.29999999999998,O3,3,0,0
3528,5136,2.0,81.0,0.0892,159.2526315789474,O3,4,0,0
3529,5137,2.2,87.0,0.0992,185.0421052631579,O3,4,0,0
3530,5138,1.6,72.0,0.095,174.21052631578948,O3,4,0,0
3531,5139,1.3,63.0,0.0882,156.67368421052635,O3,4,0,0
3532,5140,1.5,63.0,0.0883,156.93157894736845,O3,4,0,0
3533,5141,1.5,63.0,0.0892,159.2526315789474,O3,4,0,0
3534,5142,1.3,55.0,0.0836,145.09999999999997,O3,3,0,0
3535,5143,1.4,52.0,0.0837,145.44999999999996,O3,3,0,0
3536,5144,0.5,32.0,0.0498,46.111111111111114,O3,1,1,1
3537,5146,0.4,29.0,0.0507,46.94444444444445,O3,1,1,1
3538,5147,0.6,44.0,0.066,86.93333333333332,O3,2,1,1
3539,5148,1.1,53.0,0.0902,161.83157894736843,O3,4,0,0
3540,5149,2.9,62.0,0.124,219.95744680851064,O3,5,0,0
3541,5150,3.5,68.0,0.1395,236.28191489361703,O3,5,0,0
3542,5151,4.6,85.0,0.1625,260.50531914893617,O3,5,0,0
3543,5152,3.4,88.0,0.1359,232.4904255319149,O3,5,0,0
3544,5153,2.3,82.0,0.1152,210.68936170212766,O3,5,0,0
3545,5154,2.7,91.0,0.1159,211.42659574468087,O3,5,0,0
3546,5155,3.1,87.0,0.1179,213.53297872340426,O3,5,0,0
3547,5156,3.2,90.0,0.1227,218.58829787234043,O3,5,0,0
3548,5157,2.5,97.0,0.1119,207.21382978723403,O3,5,0,0
3549,5158,3.4,99.0,0.1243,220.27340425531915,O3,5,0,0
3550,5159,4.8,109.0,0.1449,241.9691489361702,O3,5,0,0
3551,5160,4.5,95.0,0.1405,237.33510638297872,O3,5,0,0
3552,5161,4.0,80.0,0.1444,241.44255319148937,O3,5,0,0
3553,5162,3.2,76.0,0.1386,235.3340425531915,O3,5,0,0
3554,5163,1.9,62.0,0.1102,205.42340425531916,O3,5,0,0
3555,5164,1.9,57.0,0.1041,197.67894736842106,O3,4,0,0
3556,5165,1.3,57.0,0.0881,156.4157894736842,O3,4,0,0
3557,5166,1.1,54.0,0.0791,129.35000000000002,O3,3,0,0
3558,5167,1.0,50.0,0.0796,131.10000000000002,O3,3,0,0
3559,5168,0.5,44.0,0.0647,82.68666666666664,O3,2,1,0
3560,5170,0.5,34.0,0.0719,104.15000000000003,O3,3,0,0
3561,5171,0.8,44.0,0.0733,109.05000000000003,O3,3,0,0
3562,5172,1.2,74.0,0.0835,144.75,O3,3,0,0
3563,5173,2.7,101.0,0.1094,204.58085106382978,O3,5,0,0
3564,5174,3.0,103.0,0.1114,206.6872340425532,O3,5,0,0
3565,5199,1.5,78.0,0.0788,128.29999999999998,O3,3,0,0
3566,5200,1.2,72.0,0.076,118.5,O3,3,0,0
3567,5374,4.7,167.0,0.1956,295.36595744680847,O3,5,0,0
3568,5375,8.0,194.0,0.2203,321.3797872340425,O3,6,0,0
3569,5376,7.7,172.0,0.2073,307.6882978723404,O3,6,0,0
3570,5377,6.8,134.0,0.1923,291.8904255319149,O3,5,0,0
3571,5378,6.0,130.0,0.178,276.82978723404256,O3,5,0,0
3572,5379,4.7,113.0,0.1609,258.8202127659574,O3,5,0,0
3573,5380,3.4,99.0,0.1466,243.7595744680851,O3,5,0,0
3574,5381,3.9,109.0,0.1504,247.7617021276596,O3,5,0,0
3575,5382,4.4,105.0,0.1518,249.23617021276596,O3,5,0,0
3576,5383,3.3,91.0,0.1289,225.11808510638298,O3,5,0,0
3577,5384,2.0,77.0,0.1076,202.68510638297872,O3,5,0,0
3578,5387,0.8,60.0,0.09,161.31578947368422,O3,4,0,0
3579,5388,1.3,72.0,0.1034,195.87368421052633,O3,4,0,0
3580,5389,2.7,83.0,0.1235,219.43085106382978,O3,5,0,0
3581,5390,3.6,104.0,0.1455,242.60106382978722,O3,5,0,0
3582,5391,3.6,119.0,0.1478,245.02340425531912,O3,5,0,0
3583,5392,2.6,105.0,0.1393,236.07127659574468,O3,5,0,0
3584,5393,2.0,91.0,0.1237,219.64148936170213,O3,5,0,0
3585,5394,3.3,103.0,0.1373,233.9648936170213,O3,5,0,0
3586,5396,2.1,111.0,0.1287,224.90744680851066,O3,5,0,0
3587,5397,2.9,101.0,0.1413,238.1776595744681,O3,5,0,0
3588,5398,3.0,102.0,0.1483,245.54999999999998,O3,5,0,0
3589,5399,3.2,101.0,0.1539,251.44787234042553,O3,5,0,0
3590,5400,4.4,118.0,0.1691,267.4563829787234,O3,5,0,0
3591,5401,6.0,120.0,0.1846,283.7808510638298,O3,5,0,0
3592,5402,5.0,107.0,0.1665,264.718085106383,O3,5,0,0
3593,5403,4.3,104.0,0.1577,255.45,O3,5,0,0
3594,5404,4.3,91.0,0.1603,258.1882978723404,O3,5,0,0
3595,5405,4.2,91.0,0.153,250.5,O3,5,0,0
3596,5406,2.2,74.0,0.1205,216.27127659574467,O3,5,0,0
3597,5407,1.3,63.0,0.0999,186.84736842105264,O3,4,0,0
3598,5408,1.0,57.0,0.0904,162.34736842105264,O3,4,0,0
3599,5411,0.9,49.0,0.0886,157.70526315789476,O3,4,0,0
3600,5412,1.0,55.0,0.0911,164.1526315789474,O3,4,0,0
3601,5413,2.8,78.0,0.1319,228.2776595744681,O3,5,0,0
3602,5414,4.1,91.0,0.1927,292.3117021276596,O3,5,0,0
3603,5415,2.9,88.0,0.1554,253.0276595744681,O3,5,0,0
3604,5416,2.7,83.0,0.1565,254.18617021276594,O3,5,0,0
3605,5417,2.1,81.0,0.1462,243.33829787234043,O3,5,0,0
3606,5418,2.4,83.0,0.1487,245.97127659574468,O3,5,0,0
3607,5419,3.8,111.0,0.169,267.3510638297872,O3,5,0,0
3608,5420,3.7,112.0,0.1603,258.1882978723404,O3,5,0,0
3609,5421,3.7,112.0,0.1568,254.50212765957446,O3,5,0,0
3610,5422,5.5,137.0,0.1743,272.9329787234043,O3,5,0,0
3611,5423,5.4,152.0,0.2007,300.73723404255315,O3,6,0,0
3612,5424,8.4,163.0,0.2235,324.75,O3,6,0,0
3613,5425,6.8,135.0,0.1998,299.7893617021276,O3,5,0,0
3614,5426,4.5,119.0,0.1795,278.4095744680851,O3,5,0,0
3615,5427,2.5,91.0,0.1407,237.54574468085104,O3,5,0,0
3616,5428,1.6,74.0,0.1211,216.9031914893617,O3,5,0,0
3617,5429,1.7,73.0,0.1202,215.95531914893618,O3,5,0,0
3618,5430,1.7,71.0,0.1136,209.00425531914894,O3,5,0,0
3619,5431,1.1,57.0,0.0946,173.17894736842106,O3,4,0,0
3620,5432,1.0,51.0,0.0915,165.1842105263158,O3,4,0,0
3621,5435,0.7,43.0,0.0842,147.19999999999996,O3,3,0,0
3622,5436,1.2,52.0,0.1002,187.62105263157895,O3,4,0,0
3623,5437,2.3,65.0,0.1165,212.0585106382979,O3,5,0,0
3624,5438,3.0,69.0,0.1294,225.6446808510638,O3,5,0,0
3625,5439,3.3,91.0,0.1475,244.7074468085106,O3,5,0,0
3626,5440,2.8,92.0,0.1436,240.6,O3,5,0,0
3627,5441,3.0,102.0,0.1465,243.65425531914892,O3,5,0,0
3628,5442,3.4,118.0,0.1583,256.081914893617,O3,5,0,0
3629,5443,3.0,111.0,0.1432,240.17872340425532,O3,5,0,0
3630,5444,2.3,101.0,0.127,223.11702127659575,O3,5,0,0
3631,5445,3.1,119.0,0.1354,231.96382978723403,O3,5,0,0
3632,5446,3.0,115.0,0.1318,228.1723404255319,O3,5,0,0
3633,5447,3.3,120.0,0.1351,231.64787234042552,O3,5,0,0
3634,5448,4.0,115.0,0.153,250.5,O3,5,0,0
3635,5449,4.6,118.0,0.1615,259.45212765957444,O3,5,0,0
3636,5450,4.1,117.0,0.1415,238.38829787234042,O3,5,0,0
3637,5451,2.3,96.0,0.1219,217.74574468085106,O3,5,0,0
3638,5452,2.6,89.0,0.1307,227.01382978723404,O3,5,0,0
3639,5453,2.6,84.0,0.1297,225.96063829787235,O3,5,0,0
3640,5454,2.9,97.0,0.1321,228.4882978723404,O3,5,0,0
3641,5455,2.1,68.0,0.1133,208.68829787234043,O3,5,0,0
3642,5456,2.1,66.0,0.1124,207.7404255319149,O3,5,0,0
3643,5459,1.4,48.0,0.0972,179.8842105263158,O3,4,0,0
3644,5460,1.2,47.0,0.0965,178.07894736842107,O3,4,0,0
3645,5461,1.5,48.0,0.0984,182.97894736842107,O3,4,0,0
3646,5462,0.9,45.0,0.088,156.1578947368421,O3,4,0,0
3647,5463,1.4,59.0,0.1001,187.36315789473684,O3,4,0,0
3648,5464,2.1,84.0,0.1137,209.1095744680851,O3,5,0,0
3649,5465,1.6,72.0,0.1023,193.03684210526316,O3,4,0,0
3650,5466,1.5,68.0,0.0962,177.30526315789473,O3,4,0,0
3651,5467,1.1,52.0,0.0825,141.25,O3,3,0,0
3652,5468,1.4,70.0,0.0877,155.3842105263158,O3,4,0,0
3653,5469,2.0,90.0,0.1046,198.96842105263158,O3,4,0,0
3654,5470,2.0,87.0,0.106,201.0,O3,5,0,0
3655,5471,2.5,99.0,0.1155,211.00531914893617,O3,5,0,0
3656,5472,4.3,128.0,0.1464,243.54893617021276,O3,5,0,0
3657,5473,5.2,127.0,0.2185,319.48404255319144,O3,6,0,0
3658,5474,3.4,99.0,0.1959,295.681914893617,O3,5,0,0
3659,5475,1.3,72.0,0.1375,234.1755319148936,O3,5,0,0
3660,5476,1.2,62.0,0.1212,217.00851063829788,O3,5,0,0
3661,5477,1.7,62.0,0.1273,223.43297872340426,O3,5,0,0
3662,5478,1.7,63.0,0.1249,220.90531914893617,O3,5,0,0
3663,5479,1.4,56.0,0.1097,204.8968085106383,O3,5,0,0
3664,5480,0.9,44.0,0.0933,169.82631578947368,O3,4,0,0
3665,5483,0.9,48.0,0.1013,190.45789473684212,O3,4,0,0
3666,5484,1.2,59.0,0.1087,203.8436170212766,O3,5,0,0
3667,5485,3.2,77.0,0.1566,254.2914893617021,O3,5,0,0
3668,5486,4.4,88.0,0.1631,261.1372340425532,O3,5,0,0
3669,5487,3.5,111.0,0.1564,254.0808510638298,O3,5,0,0
3670,5488,3.2,114.0,0.1601,257.9776595744681,O3,5,0,0
3671,5489,3.0,108.0,0.1539,251.44787234042553,O3,5,0,0
3672,5490,3.5,111.0,0.1577,255.45,O3,5,0,0
3673,5491,4.0,126.0,0.1732,271.7744680851064,O3,5,0,0
3674,5492,3.8,117.0,0.1672,265.45531914893616,O3,5,0,0
3675,5493,4.2,119.0,0.1744,273.0382978723404,O3,5,0,0
3676,5494,5.0,125.0,0.1845,283.6755319148936,O3,5,0,0
3677,5495,7.9,158.0,0.2164,317.2723404255319,O3,6,0,0
3678,5496,8.4,149.0,0.2106,311.163829787234,O3,6,0,0
3679,5497,8.0,136.0,0.2007,300.73723404255315,O3,6,0,0
3680,5498,6.4,112.0,0.1791,277.9882978723404,O3,5,0,0
3681,5499,3.5,87.0,0.1444,241.44255319148937,O3,5,0,0
3682,5500,3.5,82.0,0.1373,233.9648936170213,O3,5,0,0
3683,5501,1.9,67.0,0.111,206.26595744680853,O3,5,0,0
3684,5502,2.2,68.0,0.1099,205.10744680851064,O3,5,0,0
3685,5503,1.6,60.0,0.0968,178.85263157894738,O3,4,0,0
3686,5504,1.0,48.0,0.0847,148.94999999999996,O3,3,0,0
3687,5507,0.9,46.0,0.0834,144.39999999999998,O3,3,0,0
3688,5508,1.4,54.0,0.0956,175.75789473684213,O3,4,0,0
3689,5509,3.0,82.0,0.1259,221.9585106382979,O3,5,0,0
3690,5510,4.5,93.0,0.1494,246.70851063829787,O3,5,0,0
3691,5511,3.8,95.0,0.1458,242.91702127659576,O3,5,0,0
3692,5512,3.4,120.0,0.1491,246.39255319148936,O3,5,0,0
3693,5513,3.5,132.0,0.156,253.6595744680851,O3,5,0,0
3694,5514,4.4,146.0,0.175,273.67021276595744,O3,5,0,0
3695,5515,4.0,157.0,0.1709,269.3521276595745,O3,5,0,0
3696,5516,4.5,158.0,0.1786,277.4617021276596,O3,5,0,0
3697,5517,5.3,175.0,0.19,289.468085106383,O3,5,0,0
3698,5518,5.8,166.0,0.1963,296.1031914893617,O3,5,0,0
3699,5519,8.4,187.0,0.2161,316.95638297872335,O3,6,0,0
3700,5520,9.5,180.0,0.2372,339.17872340425527,O3,6,0,0
3701,5521,6.2,134.0,0.2062,306.52978723404254,O3,6,0,0
3702,5522,5.0,127.0,0.1736,272.1957446808511,O3,5,0,0
3703,5523,2.1,95.0,0.1192,214.90212765957446,O3,5,0,0
3704,5524,1.4,79.0,0.1043,198.19473684210527,O3,4,0,0
3705,5525,1.6,78.0,0.0948,173.69473684210527,O3,4,0,0
3706,5526,2.0,80.0,0.0992,185.0421052631579,O3,4,0,0
3707,5527,1.2,67.0,0.0867,152.80526315789476,O3,4,0,0
3708,5528,0.8,61.0,0.0825,141.25,O3,3,0,0
3709,5531,0.7,56.0,0.0866,152.54736842105265,O3,4,0,0
3710,5532,1.7,68.0,0.1113,206.581914893617,O3,5,0,0
3711,5533,3.4,101.0,0.1384,235.12340425531914,O3,5,0,0
3712,5534,4.9,119.0,0.1516,249.02553191489363,O3,5,0,0
3713,5535,2.7,108.0,0.1222,218.06170212765957,O3,5,0,0
3714,5536,3.2,132.0,0.1354,231.96382978723403,O3,5,0,0
3715,5537,2.7,130.0,0.1291,225.3287234042553,O3,5,0,0
3716,5538,3.2,129.0,0.1308,227.1191489361702,O3,5,0,0
3717,5539,4.1,117.0,0.142,238.91489361702128,O3,5,0,0
3718,5540,3.6,119.0,0.1297,225.96063829787235,O3,5,0,0
3719,5541,2.8,113.0,0.1157,211.21595744680852,O3,5,0,0
3720,5542,2.1,102.0,0.113,208.37234042553192,O3,5,0,0
3721,5543,2.4,101.0,0.1195,215.21808510638297,O3,5,0,0
3722,5544,3.6,116.0,0.1341,230.59468085106383,O3,5,0,0
3723,5545,2.6,101.0,0.1228,218.6936170212766,O3,5,0,0
3724,5546,2.8,94.0,0.1273,223.43297872340426,O3,5,0,0
3725,5547,1.4,75.0,0.1006,188.65263157894736,O3,4,0,0
3726,5548,1.1,69.0,0.0898,160.80000000000004,O3,4,0,0
3727,5549,1.3,60.0,0.0894,159.76842105263157,O3,4,0,0
3728,5550,0.9,58.0,0.0789,128.64999999999998,O3,3,0,0
3729,5551,1.0,51.0,0.0805,134.25,O3,3,0,0
3730,5552,0.9,45.0,0.077,122.0,O3,3,0,0
3731,5555,0.8,48.0,0.0825,141.25,O3,3,0,0
3732,5556,1.6,61.0,0.1013,190.45789473684212,O3,4,0,0
3733,5557,3.4,88.0,0.1341,230.59468085106383,O3,5,0,0
3734,5558,4.4,102.0,0.1528,250.28936170212765,O3,5,0,0
3735,5559,3.5,97.0,0.1432,240.17872340425532,O3,5,0,0
3736,5560,3.4,116.0,0.1499,247.23510638297873,O3,5,0,0
3737,5561,2.4,112.0,0.1236,219.53617021276597,O3,5,0,0
3738,5562,2.3,101.0,0.118,213.63829787234042,O3,5,0,0
3739,5563,2.6,99.0,0.1196,215.32340425531916,O3,5,0,0
3740,5564,2.9,113.0,0.1301,226.38191489361702,O3,5,0,0
3741,5565,4.4,122.0,0.1646,262.71702127659574,O3,5,0,0
3742,5566,5.0,139.0,0.172,270.51063829787233,O3,5,0,0
3743,5567,6.5,149.0,0.1852,284.4127659574468,O3,5,0,0
3744,5568,5.9,136.0,0.167,265.24468085106383,O3,5,0,0
3745,5569,2.7,103.0,0.1208,216.5872340425532,O3,5,0,0
3746,5570,2.5,112.0,0.116,211.53191489361703,O3,5,0,0
3747,5571,1.5,88.0,0.0937,170.85789473684213,O3,4,0,0
3748,5572,1.0,63.0,0.0783,126.54999999999998,O3,3,0,0
3749,5573,1.2,69.0,0.0807,134.94999999999996,O3,3,0,0
3750,5574,1.0,65.0,0.0729,107.65000000000003,O3,3,0,0
3751,5575,0.8,50.0,0.0612,71.25333333333332,O3,2,0,0
3752,5576,0.6,43.0,0.0574,58.839999999999996,O3,2,0,0
3753,5579,1.1,69.0,0.0856,66.97826086956522,NO2,2,1,0
3754,5580,1.3,91.0,0.0976,180.91578947368424,O3,4,0,0
3755,5581,2.9,111.0,0.1208,216.5872340425532,O3,5,0,0
3756,5582,3.7,124.0,0.14,236.8085106382979,O3,5,0,0
3757,5583,3.0,119.0,0.1278,223.9595744680851,O3,5,0,0
3758,5584,1.4,77.0,0.0934,170.0842105263158,O3,4,0,0
3759,5585,2.6,101.0,0.1073,202.36914893617023,O3,5,0,0
3760,5586,4.2,116.0,0.1363,232.91170212765957,O3,5,0,0
3761,5587,5.1,137.0,0.1346,231.1212765957447,O3,5,0,0
3762,5588,5.5,163.0,0.1393,236.07127659574468,O3,5,0,0
3763,5589,4.5,144.0,0.1255,221.5372340425532,O3,5,0,0
3764,5590,2.7,118.0,0.1213,217.11382978723404,O3,5,0,0
3765,5591,3.1,135.0,0.1332,229.64680851063832,O3,5,0,0
3766,5592,4.2,129.0,0.143,239.96808510638297,O3,5,0,0
